Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-09-19,128.28,128.55,126.02,126.32,2844300,0.0,0.0,A
2025-09-18,127.76,128.54,126.76,127.62,1513200,0.0,0.0,A
2025-09-17,127.72,130.08,126.38,126.72,1921700,0.0,0.0,A
2025-09-16,125.63,127.58,125.02,127.19,1721100,0.0,0.0,A
2025-09-15,123.99,126.41,123.7,125.63,2084900,0.0,0.0,A
2025-09-12,126.45,126.53,123.13,123.24,1250800,0.0,0.0,A
2025-09-11,125.51,127.05,124.87,126.73,1474100,0.0,0.0,A
2025-09-10,125.92,126.72,124.01,124.12,1669500,0.0,0.0,A
2025-09-09,128.1,128.26,125.85,126.25,1470300,0.0,0.0,A
2025-09-08,127.48,128.42,126.28,128.13,2136200,0.0,0.0,A
2025-09-05,128.72,131.0,128.39,128.75,1633200,0.0,0.0,A
2025-09-04,125.0,128.83,123.8,128.48,2715400,0.0,0.0,A
2025-09-03,124.96,125.83,123.72,125.22,2497300,0.0,0.0,A
2025-09-02,124.88,125.52,121.8,125.21,2412700,0.0,0.0,A
2025-08-29,125.0,126.3,124.11,125.66,1781200,0.0,0.0,A
2025-08-28,118.8,125.42,118.2,124.96,3886400,0.0,0.0,A
2025-08-27,118.5,119.2,117.51,118.69,1698600,0.0,0.0,A
2025-08-26,119.23,119.63,118.11,118.3,1898200,0.0,0.0,A
2025-08-25,121.5,121.69,118.48,119.15,1482500,0.0,0.0,A
2025-08-22,118.27,122.41,117.47,121.63,1291000,0.0,0.0,A
2025-08-21,118.49,118.7,117.03,117.15,744700,0.0,0.0,A
2025-08-20,119.87,120.46,118.28,119.11,1431900,0.0,0.0,A
2025-08-19,118.5,120.59,118.15,120.11,1313500,0.0,0.0,A
2025-08-18,119.12,119.6,118.15,118.15,1021100,0.0,0.0,A
2025-08-15,119.61,119.96,118.49,119.2,1238500,0.0,0.0,A
2025-08-14,119.23,119.41,118.15,118.87,926300,0.0,0.0,A
2025-08-13,118.06,120.4,117.86,120.29,983500,0.0,0.0,A
2025-08-12,114.51,117.37,114.4,117.32,917400,0.0,0.0,A
2025-08-11,115.04,115.67,113.73,114.13,1082300,0.0,0.0,A
2025-08-08,114.31,115.0,113.39,114.62,1129700,0.0,0.0,A
2025-08-07,114.5,114.92,113.16,113.98,1157400,0.0,0.0,A
2025-08-06,115.08,115.08,112.56,113.23,1058700,0.0,0.0,A
2025-08-05,114.81,115.43,114.25,114.89,1271000,0.0,0.0,A
2025-08-04,113.17,115.03,112.01,114.84,1343200,0.0,0.0,A
2025-08-01,113.45,114.32,111.19,113.5,1888600,0.0,0.0,A
2025-07-31,116.57,118.34,114.47,114.81,2339500,0.0,0.0,A
2025-07-30,120.24,120.46,117.23,118.05,979100,0.0,0.0,A
2025-07-29,119.75,120.51,118.86,119.84,1212200,0.0,0.0,A
2025-07-28,119.41,120.77,118.72,119.54,1679100,0.0,0.0,A
2025-07-25,120.5,121.01,119.02,120.18,1972700,0.0,0.0,A
2025-07-24,119.43,122.75,119.43,120.35,1602800,0.0,0.0,A
2025-07-23,119.38,120.79,117.48,119.47,1939700,0.0,0.0,A
2025-07-22,112.85,117.05,112.14,116.19,1692000,0.0,0.0,A
2025-07-21,113.23,113.66,110.75,112.04,2060800,0.0,0.0,A
2025-07-18,116.82,117.2,113.53,113.99,1521800,0.0,0.0,A
